no,content_id,title,content_type_id,area_code,si_gun_gu_code,first_image1,first_image2,map_level,latitude,longitude,tel,addr1,addr2,homepage,overview
10506,2900435,락희옥 마포본점,39,1,13.0,http://tong.visitkorea.or.kr/cms/resource/30/2900430_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2900430_image3_1.jpg,6,37.5444257335,126.9491215459,,서울특별시 마포구 백범로 170 공덕더샵아파트,101동 1층 상가내,,
10421,2670585,돌곰네,39,1,1.0,http://tong.visitkorea.or.kr/cms/resource/00/2669000_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2669000_image2_1.jpg,6,37.5194135453,127.0367587153,02-3446-2928,서울특별시 강남구 언주로146길 18,,,
11627,2856707,이솔라 레스토랑,39,1,15.0,http://tong.visitkorea.or.kr/cms/resource/06/2856706_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2856706_image3_1.jpg,6,37.5123025381,126.9965764639,,서울특별시 서초구 올림픽대로 2085-14,,,
10758,2855151,민속돌솥설렁탕,39,1,20.0,http://tong.visitkorea.or.kr/cms/resource/49/2855149_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2855149_image3_1.jpg,6,37.5011104349,126.8995495059,,서울특별시 영등포구 가마산로 366-1,,,
10238,581248,낙원(메이필드호텔),39,1,4.0,http://tong.visitkorea.or.kr/cms/resource/04/818004_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/818004_image3_1.jpg,6,37.54788135,126.8194860451,02-2660-9010,서울특별시 강서구 방화대로 94,,,
11607,2718865,을지다방,39,1,24.0,,,6,37.5662322965,126.9916864949,,서울특별시 중구 을지로 124-1 (을지로3가),2층,,
10110,2685311,고희,39,1,23.0,http://tong.visitkorea.or.kr/cms/resource/32/2684732_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2684732_image2_1.jpg,6,37.5801914329,126.9720795531,02-734-4907,서울특별시 종로구 자하문로12길 17,,,
11729,2682841,전주식당,39,1,20.0,http://tong.visitkorea.or.kr/cms/resource/61/2682661_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2682661_image2_1.jpg,6,37.5140288407,126.9253745674,02-843-6652,서울특별시 영등포구 여의대방로61길 5-6,,,
11248,1060809,아리랑,39,1,23.0,http://tong.visitkorea.or.kr/cms/resource/01/1845601_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/1845601_image3_1.jpg,6,37.5765368491,127.0025463239,02-764-8600,서울특별시 종로구 대학로 60,,,
12418,2845287,camel,39,1,16.0,http://tong.visitkorea.or.kr/cms/resource/80/2845280_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2845280_image2_1.jpg,6,37.5372979232,127.0559231303,,서울특별시 성동구 성덕정19길 6 나사로교회,1층,,
11878,2689494,청담동포장마차,39,1,14.0,http://tong.visitkorea.or.kr/cms/resource/67/2684767_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2684767_image2_1.jpg,6,37.5575462331,126.9380777375,02-363-4377,서울특별시 서대문구 연세로4길 25,,,
10258,134754,남포면옥,39,1,24.0,,,6,37.5672875483,126.9816040503,02-777-3131,서울특별시 중구 을지로3길 24,,,
10554,2757730,르한스,39,1,17.0,,,6,37.6041863408,126.9985375715,,서울특별시 성북구 정릉로10길 127,(정릉동),,
10092,2685308,고모네원조콩탕,39,1,2.0,http://tong.visitkorea.or.kr/cms/resource/95/2684895_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2684895_image2_1.jpg,6,37.5297224671,127.1359632826,02-485-4675,서울특별시 강동구 풍성로57길 13,,,
10617,2825055,만뽀스키우동 총본점,39,1,13.0,,,6,37.5476026418,126.9211323405,,서울특별시 마포구 독막로14길 4,,,
10694,2685262,모찌크림,39,1,24.0,http://tong.visitkorea.or.kr/cms/resource/71/2684471_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2684471_image2_1.jpg,6,37.565479425,126.9816346542,02-772-3997,서울특별시 중구 을지로 30,,,
10055,402897,갯마을,39,1,21.0,http://tong.visitkorea.or.kr/cms/resource/15/398915_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/398915_image3_1.jpg,6,37.523089704,126.9703535474,02-795-2277,서울특별시 용산구 서빙고로 56,,,
11941,2682875,치키니즘 당산점,39,1,20.0,http://tong.visitkorea.or.kr/cms/resource/99/2682699_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2682699_image2_1.jpg,6,37.5282435216,126.9067036457,02-2069-1113,서울특별시 영등포구 국회대로53길 30,,,
11476,2902549,온천집 익선,39,1,23.0,http://tong.visitkorea.or.kr/cms/resource/69/2997169_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2997169_image3_1.jpg,6,37.5740591309,126.9898308866,,서울특별시 종로구 돈화문로11나길 31-8,,,
10941,2849301,사모님짬뽕,39,1,4.0,http://tong.visitkorea.or.kr/cms/resource/95/2849295_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2849295_image3_1.jpg,6,37.575130831,126.8122776038,,서울특별시 강서구 금낭화로18길 10,,,
10972,2996373,삼천리골 돼지집,39,1,22.0,,,6,37.6433530035,126.9426137825,02-381-3800,서울특별시 은평구 진관동,346-7,,
12135,2642758,포담,39,1,23.0,http://tong.visitkorea.or.kr/cms/resource/53/2663853_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2663853_image2_1.jpg,6,37.5793665018,126.9705963783,02-733-0831,서울특별시 종로구 자하문로9길 11,,,
10413,2843075,돈까스의집,39,1,18.0,http://tong.visitkorea.or.kr/cms/resource/60/2843060_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2843060_image3_1.jpg,6,37.5070159544,127.0906986015,,서울특별시 송파구 삼전로 100 아카데미빌딩,,,
10521,2900554,레이더,39,1,16.0,http://tong.visitkorea.or.kr/cms/resource/36/2900536_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2900536_image3_1.jpg,6,37.5436693715,127.054039788,,서울특별시 성동구 연무장길 39-29,,,
10641,2899351,메쉬커피,39,1,16.0,http://tong.visitkorea.or.kr/cms/resource/77/2895277_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2895277_image3_1.jpg,6,37.5481714179,127.0424684913,,서울특별시 성동구 서울숲길 43,,,
11672,2856713,일식 신태평양,39,1,15.0,http://tong.visitkorea.or.kr/cms/resource/12/2856712_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2856712_image3_1.jpg,6,37.4944604988,127.0151530549,,서울특별시 서초구 서초대로 307 장안빌딩,,,
11306,2685264,야바이,39,1,14.0,http://tong.visitkorea.or.kr/cms/resource/92/2684592_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2684592_image2_1.jpg,6,37.5581710993,126.9346641418,070-8875-1024,서울특별시 서대문구 연세로7안길 37,,,
11170,2838449,스시토푸,39,1,6.0,http://tong.visitkorea.or.kr/cms/resource/33/2838433_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2838433_image3_1.jpg,6,37.5474559918,127.1067126625,,서울특별시 광진구 아차산로 612,,,
10209,2624898,까사빠보(구 호무랑),39,1,24.0,,,6,37.5609438324,126.9811237176,02-310-5169,서울특별시 중구 소공로 63,,,
10837,2751802,별양집,39,1,1.0,,,6,37.5044626278,127.0436973963,,서울특별시 강남구 테헤란로43길 17,(역삼동),,
11544,135153,워킹온더클라우드,39,1,20.0,,,6,37.5196951091,126.9399230821,02-789-5904,서울특별시 영등포구 63로 50,59층,,
10481,2900649,뚝도지기,39,1,16.0,http://tong.visitkorea.or.kr/cms/resource/31/2900631_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2900631_image3_1.jpg,6,37.5379061629,127.0546426744,,서울특별시 성동구 성수이로 30-4,,,
11778,2642718,종로불돼지,39,1,23.0,http://tong.visitkorea.or.kr/cms/resource/50/2663650_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2663650_image2_1.jpg,6,37.5689013123,126.9851342383,02-734-1190,서울특별시 종로구 청계천로 67,,,
12758,1957680,월미 관광특구,12,2,10.0,http://tong.visitkorea.or.kr/cms/resource/18/3047118_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3047118_image3_1.jpg,6,37.4714251763,126.5964029776,,인천광역시 중구 월미문화로 81,(북성동1가),,
12493,947611,개항장 거리,12,2,10.0,,,6,37.4729365453,126.621006246,,인천광역시 중구 제물량로232번안길 27,(중앙동2가),,
12795,2781589,인천로봇랜드,12,2,7.0,http://tong.visitkorea.or.kr/cms/resource/52/2781652_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2781652_image2_1.jpg,6,37.5196975976,126.6109530869,,인천광역시 서구 로봇랜드로 155-11,(청라동),,
12672,2767886,송도 도그파크,12,2,8.0,http://tong.visitkorea.or.kr/cms/resource/95/2781395_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/95/2781395_image2_1.png,6,37.4079442991,126.632476445,,인천광역시 연수구 센트럴로 350,(송도동),,
12609,561002,백령도 콩돌해변,12,2,9.0,http://tong.visitkorea.or.kr/cms/resource/40/3352640_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/3352640_image3_1.jpg,6,37.9234068099,124.6980823945,,인천광역시 옹진군 백령면,,,
12653,129605,선녀바위,12,2,10.0,http://tong.visitkorea.or.kr/cms/resource/25/3044425_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3044425_image3_1.jpg,6,37.4396528391,126.3789681524,,인천광역시 중구 용유로380번길 21,,,
12626,2932005,분바위와 월띠,12,2,9.0,http://tong.visitkorea.or.kr/cms/resource/43/2918043_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2918043_image3_1.jpg,6,37.7727698198,124.7515952162,,인천광역시 옹진군 대청면 소청리,,,
12555,2767888,달빛축제공원,12,2,8.0,http://tong.visitkorea.or.kr/cms/resource/78/2781378_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2781378_image2_1.jpg,6,37.3953434658,126.6597659732,,인천광역시 연수구 송도동 1,(송도동),,
12857,1615878,철종외가,12,2,1.0,,,6,37.7049792203,126.4772907089,,인천광역시 강화군 선원면 철종외가길 46-1,,,
12484,2612802,강화루지(강화씨사이드리조트),12,2,1.0,,,6,37.6171759306,126.4981273568,,인천광역시 강화군 길상면 장흥로 217,(길상면),,
12526,2657249,교동제비집,12,2,1.0,http://tong.visitkorea.or.kr/cms/resource/79/3353579_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/3353579_image3_1.jpg,6,37.781391829,126.2792873012,,인천광역시 강화군 교동면 교동남로 20-1,,,
12622,2768190,부평역북광장,12,2,6.0,http://tong.visitkorea.or.kr/cms/resource/91/2790591_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2790591_image2_1.jpg,6,37.4905335508,126.7244907601,,인천광역시 부평구 광장로 30,(부평동),,
12594,1620640,무태돈대,12,2,1.0,,,6,37.7716276295,126.3550778364,,인천광역시 강화군 하점면 창후로,,,
12809,2768129,인천항국제여객부두,12,2,8.0,,,6,37.4241197229,126.6054979021,,인천광역시 연수구 국제항만대로326번길 57,(송도동),,
12835,2765235,적석사낙조대,12,2,1.0,http://tong.visitkorea.or.kr/cms/resource/80/2780680_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/80/2780680_image2_1.png,6,37.7375048156,126.4109764365,,인천광역시 강화군 내가면 연촌길 181,,,
12509,1620625,계룡돈대,12,2,1.0,http://tong.visitkorea.or.kr/cms/resource/63/3309563_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3309563_image3_1.jpg,6,37.723527666,126.3538237336,,인천광역시 강화군 내가면 황청리,,,
12823,1620578,장곶돈대,12,2,1.0,,,6,37.6350021287,126.3681026559,,인천광역시 강화군 화도면 장화리,113,,
12741,129256,왕산해수욕장,12,2,10.0,,,6,37.4565312636,126.3693185709,,인천광역시 중구 을왕동,,,
12887,2766397,해돋이공원,12,2,8.0,http://tong.visitkorea.or.kr/cms/resource/86/2780886_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2780886_image2_1.jpg,6,37.3885774975,126.6548416093,,인천광역시 연수구 해돋이로 51,(송도동),,
12536,2847546,금풍양조장,12,2,1.0,,,6,37.6386205364,126.4913773782,,인천광역시 강화군 삼랑성길 8,,,
12531,2664757,국자와 주걱,12,2,1.0,http://tong.visitkorea.or.kr/cms/resource/40/3350540_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/40/3350540_image3_1.JPG,6,37.6533707805,126.4450284343,,인천광역시 강화군 양도면 강화남로428번길 46-27,,,
12586,2765301,망월돈대 및 장성,12,2,1.0,http://tong.visitkorea.or.kr/cms/resource/96/2780296_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/96/2780296_image2_1.JPG,6,37.7416894626,126.3553786415,,인천광역시 강화군 하점면 망월리 2107번지,,,
12681,1114621,송현배수지제수변실,12,2,5.0,,,6,37.4789722796,126.6394266197,,인천광역시 동구 송현공원로 75-21,(송현동),,
12571,2537187,도래미마을,12,2,1.0,http://tong.visitkorea.or.kr/cms/resource/96/3352096_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3352096_image3_1.jpg,6,37.7152063663,126.5091208399,,인천광역시 강화군 선원면 해안동로 1129-19,,,
12674,2767851,송도 한옥마을,12,2,8.0,http://tong.visitkorea.or.kr/cms/resource/02/2781402_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2781402_image2_1.jpg,6,37.3909075021,126.6389152185,,인천광역시 연수구 테크노파크로 180,(송도동),,
12836,3061202,전득이고개,12,2,1.0,http://tong.visitkorea.or.kr/cms/resource/72/3001172_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/3001172_image3_1.jpg,6,37.6735087612,126.3687181997,,인천광역시 강화군 삼산면 매음리,,,
12533,1032715,굴업도,12,2,9.0,http://tong.visitkorea.or.kr/cms/resource/80/2674880_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2674880_image3_1.jpg,6,37.1973520849,125.990807372,,인천광역시 옹진군 덕적면 굴업리,,,
12901,2768120,황산선착장,12,2,1.0,,,6,37.6289527046,126.5190112293,,인천광역시 강화군 길상면 초지리,,,
12463,128817,강화 사기리 탱자나무,12,2,1.0,,,6,37.6165030596,126.4567228313,,인천광역시 강화군 화도면 해안남로1114번길 6,,,
12729,619892,영흥대교,12,2,9.0,http://tong.visitkorea.or.kr/cms/resource/31/1581931_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1581931_image3_1.jpg,6,37.2534462073,126.5107167866,,인천광역시 옹진군 영흥면,,,
12838,2662684,정서진,12,2,7.0,,,6,37.5582207427,126.6023861308,,인천광역시 서구 정서진남로 95 (오류동),,,
12702,2769471,씨사이드파크하늘구름광장,12,2,10.0,,,6,37.4818067643,126.5658249252,,인천광역시 중구 하늘달빛로2번길 6,(중산동),,
12876,2765261,프렌쥬랜드,12,2,1.0,http://tong.visitkorea.or.kr/cms/resource/01/2780701_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2780701_image2_1.jpg,6,37.6253275483,126.4861226733,,인천광역시 강화군 길상면 보리고개로 166,,,
12567,2606297,덕적군도,12,2,9.0,,,6,37.1706405843,126.1117803784,,인천광역시 옹진군 덕적면 문갑리,,,
12905,129612,후포항 선수포구,12,2,1.0,http://tong.visitkorea.or.kr/cms/resource/80/3040780_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/3040780_image3_1.jpg,6,37.6405074614,126.3920447545,,인천광역시 강화군 화도면 해안남로2903번길,,,
12530,1945647,국사봉(인천),12,2,10.0,http://tong.visitkorea.or.kr/cms/resource/56/1945656_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/1945656_image2_1.jpg,6,37.3915951817,126.4159494251,,인천광역시 중구 무의동,,,
12735,3061219,오션스코프경관조형물,12,2,8.0,http://tong.visitkorea.or.kr/cms/resource/04/3001704_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3001704_image3_1.jpg,6,37.399828491,126.6277243248,,인천광역시 연수구 인천타워대로 385-1 (송도동),,,
12776,129606,인천 답동성당,12,2,10.0,http://tong.visitkorea.or.kr/cms/resource/77/3351177_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3351177_image3_1.jpg,6,37.4710924729,126.6299554804,,인천광역시 중구 우현로50번길 2,(답동),,
12578,2767760,드림파크 주민체육공원,12,2,7.0,http://tong.visitkorea.or.kr/cms/resource/53/2780553_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/53/2780553_image2_1.png,6,37.5855043289,126.6391625652,,인천광역시 서구 왕길동 581-15,,,
12532,2718884,국제 롤러스케이트장,12,2,7.0,,,5,37.5336606539,126.655743053,032-623-4567,인천광역시 서구 청라에메랄드로 99,(청라동) 3층,,
12743,126676,용궁사(인천),12,2,10.0,http://tong.visitkorea.or.kr/cms/resource/88/3047388_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/3047388_image3_1.jpg,6,37.4971570919,126.5279807341,,인천광역시 중구 운남로 199-1,(운남동),,
12544,2768199,낭하리해변,12,2,9.0,,,6,37.2411451345,126.526662893,,인천광역시 옹진군 영흥면 선재리 430-90,,,
12639,2767590,서곶근린공원,12,2,7.0,http://tong.visitkorea.or.kr/cms/resource/78/2780578_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2780578_image2_1.jpg,6,37.5467179172,126.6811320367,,인천광역시 서구 심곡로 151,(심곡동),,
12527,1953948,교동향교,12,2,1.0,,,6,37.7745679477,126.2976774693,,인천광역시 강화군 교동면 교동남로 229-49,,,
12607,125505,백령도,12,2,9.0,,,6,37.9644571889,124.6766833179,,인천광역시 옹진군 백령면 북포리,,,
12529,3078309,국립무의도자연휴양림,12,2,10.0,http://tong.visitkorea.or.kr/cms/resource/63/3053063_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3053063_image3_1.jpg,6,37.388567699,126.4126914722,,인천광역시 중구 하나개로 74 (무의동),,,
12524,2765276,교동도선착장대합실,12,2,1.0,http://tong.visitkorea.or.kr/cms/resource/96/2780196_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/96/2780196_image2_1.png,6,37.77496824,126.3170728993,,인천광역시 강화군 교동면 교동남로 466,,,
12691,3078306,승봉산림욕장,12,2,9.0,,,6,37.1647085817,126.3107290732,,인천광역시 옹진군 자월면 승봉리,산49-2,,
12868,799958,큰풀안 해변,12,2,9.0,http://tong.visitkorea.or.kr/cms/resource/94/3303094_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3303094_image3_1.jpg,6,37.1703682134,126.2630249329,,인천광역시 옹진군 자월면 대이작로160번길,,,
12752,231899,용흥궁,12,2,1.0,http://tong.visitkorea.or.kr/cms/resource/70/3351970_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3351970_image3_1.jpg,6,37.7479493616,126.4859998213,,인천광역시 강화군 강화읍 동문안길21번길 16-1,,,
12941,2647918,소래역사관,14,2,4.0,http://tong.visitkorea.or.kr/cms/resource/17/2647917_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2647917_image2_1.jpg,6,37.3982361693,126.7375060322,,인천광역시 남동구 아암대로 1605,,,
12976,1851364,인천도시역사관,14,2,8.0,,,6,37.3928266701,126.6358737757,,인천광역시 연수구 인천타워대로 238,,,
12975,2768208,인천도시공사검단사업단홍보관,14,2,7.0,http://tong.visitkorea.or.kr/cms/resource/87/2788187_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2788187_image2_1.jpg,6,37.5925241189,126.7048091493,,인천광역시 서구 원당대로 929,(원당동),,
12964,130786,인천 화도진도서관,14,2,5.0,http://tong.visitkorea.or.kr/cms/resource/45/1860345_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/1860345_image3_1.jpg,6,37.4818911891,126.6283608811,,인천광역시 동구 화도진로 122 화도진도서관,,,
12956,3003541,월미문화관,14,2,10.0,http://tong.visitkorea.or.kr/cms/resource/70/3001970_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3001970_image3_1.jpg,6,37.4764858311,126.6039104851,,인천광역시 중구 월미로 131-22 월미문화관,,,
13005,3061209,학산소극장,14,2,3.0,http://tong.visitkorea.or.kr/cms/resource/32/3051832_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3051832_image3_1.jpg,6,37.4495594272,126.6618920537,,인천광역시 미추홀구 인하로 126 (용현동),,,
13015,1113310,황어장터 3.1만세운동 기념관,14,2,2.0,http://tong.visitkorea.or.kr/cms/resource/07/3048707_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/3048707_image3_1.jpg,6,37.5790234532,126.7352817448,,인천광역시 계양구 황어로126번길 9,(장기동),,
12958,864987,인천 검단선사박물관,14,2,7.0,,,6,37.5944210109,126.6986402152,,인천광역시 서구 고산후로121번길 7,,,
12921,2718558,계양산성박물관,14,2,2.0,http://tong.visitkorea.or.kr/cms/resource/68/3303068_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3303068_image3_1.jpg,6,37.5480769058,126.7270333647,032-450-8317~8,인천광역시 계양구 계양산로 101,(계산동),,
12911,130105,가천박물관,14,2,8.0,,,6,37.418224103,126.6576044255,032-833-4747,인천광역시 연수구 청량로102번길 40-9,,,
12929,2994530,대불호텔전시관,14,2,10.0,http://tong.visitkorea.or.kr/cms/resource/49/2999549_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2999549_image3_1.jpg,6,37.4736114488,126.6199896528,,인천광역시 중구 신포로23번길 101,,,
12942,2611136,소리체험박물관,14,2,1.0,http://tong.visitkorea.or.kr/cms/resource/87/3303187_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/3303187_image3_1.jpg,6,37.5990365555,126.5082602669,,인천광역시 강화군 길상면 해안남로474번길 11,,,
13000,2782768,투모로우시티(인천스타트업파크),14,2,8.0,http://tong.visitkorea.or.kr/cms/resource/94/3339594_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3339594_image3_1.jpg,6,37.3885911229,126.6399707417,,인천광역시 연수구 컨벤시아대로 204,(송도동),,
13007,3003299,한국근대문학관,14,2,10.0,http://tong.visitkorea.or.kr/cms/resource/03/3001903_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/3001903_image3_1.jpg,6,37.4726671326,126.6210312507,,인천광역시 중구 신포로15번길 76 한국근대문학관,,,
12988,1752823,인천학생교육문화회관,14,2,10.0,http://tong.visitkorea.or.kr/cms/resource/10/2363110_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2363110_image3_1.jpg,6,37.4757391504,126.6296831541,,인천광역시 중구 자유공원로 12,(인현동),,
12915,129867,강화문화원(강화미술관),14,2,1.0,,,6,37.7425639138,126.4879775686,,인천광역시 강화군 강화읍 남문로 52,,,
12991,2850345,잇다스페이스1 갤러리,14,2,10.0,http://tong.visitkorea.or.kr/cms/resource/41/2850241_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2850241_image3_1.jpg,6,37.4724035108,126.6344383681,010-5786-0777,,,,
12944,742171,송도컨벤시아,14,2,8.0,http://tong.visitkorea.or.kr/cms/resource/77/3037277_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3037277_image3_1.jpg,6,37.3890356252,126.6461951621,,인천광역시 연수구 센트럴로 123,(송도동),,
12923,3097744,국립세계문자박물관,14,2,8.0,,,6,37.3947625929,126.6379568656,,인천광역시 연수구 센트럴로 217 (송도동),,,
12937,1997652,부평 기적의도서관,14,2,6.0,,,6,37.5034323298,126.7401834131,,인천광역시 부평구 길주남로 166,(부개동),,
13010,652305,한중문화관,14,2,10.0,,,6,37.4735780979,126.6187730983,,인천광역시 중구 제물량로 238,(항동1가),,
12966,2779442,인천개항장 근대건축전시관,14,2,10.0,http://tong.visitkorea.or.kr/cms/resource/02/2725202_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2725202_image3_1.jpg,6,37.4729393262,126.6212117826,,인천광역시 중구 신포로23번길 77,(중앙동2가),,
12933,2767579,마샘소래본점,14,2,4.0,http://tong.visitkorea.or.kr/cms/resource/76/2780976_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2780976_image2_1.jpg,6,37.4351654471,126.7506565846,,인천광역시 남동구 장아산로174번길 15 (서창동),2층,,
12987,1054895,인천학생과학관,14,2,10.0,,,6,37.4906880282,126.5067939592,,인천광역시 중구 영종대로277번길 74-10,,,
12955,2754479,왕산마리나,14,2,10.0,http://tong.visitkorea.or.kr/cms/resource/95/3352795_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/3352795_image3_1.jpg,6,37.4577559204,126.3578140337,,인천광역시 중구 왕산마리나길 143,(을왕동),,
12983,2662902,인천어린이과학관,14,2,2.0,,,6,37.5516350563,126.7400265233,,인천광역시 계양구 방축로 21,(방축동),,
12926,2768088,남동타워 (청년미디어타워),14,2,4.0,,,6,37.3985579666,126.7155913531,,인천광역시 남동구 논현고잔로 173,(고잔동),,
12953,130516,영종대교휴게소 기념관,14,2,7.0,,,6,37.5537491271,126.6072746972,,인천광역시 서구 정서진남로 25,(경서동),,
12951,2804927,애관극장,14,2,10.0,http://tong.visitkorea.or.kr/cms/resource/08/2725208_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2725208_image3_1.jpg,6,37.4724200947,126.6298610077,,"인천광역시 중구  개항로 (63-2, 애관극장)",,,
12920,130290,계양문화회관,14,2,2.0,http://tong.visitkorea.or.kr/cms/resource/09/1577309_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/1577309_image3_1.jpg,6,37.5460492061,126.7181286785,,인천광역시 계양구 계양산로35번길 11,(계산동),,
12996,2465166,청라호수도서관,14,2,7.0,http://tong.visitkorea.or.kr/cms/resource/18/2464818_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2464818_image3_1.jpg,6,37.5305967767,126.6362810266,,인천광역시 서구 크리스탈로 59,,,
12922,852304,국립생물자원관,14,2,7.0,,,6,37.5688007354,126.6402462663,,인천광역시 서구 환경로 42,(경서동),,
13014,1619680,화도진전시관,14,2,5.0,http://tong.visitkorea.or.kr/cms/resource/61/1578761_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1578761_image3_1.jpg,6,37.4814467963,126.6283386738,,인천광역시 동구 화도진로 114,(화수동),,
12989,1617908,인하대학교 박물관,14,2,3.0,http://tong.visitkorea.or.kr/cms/resource/29/1577429_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/1577429_image3_1.jpg,6,37.4513923645,126.6514818413,,인천광역시 미추홀구 인하로 100,,,
12939,2465042,삼산도서관,14,2,6.0,http://tong.visitkorea.or.kr/cms/resource/06/2462006_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2462006_image3_1.jpg,6,37.5221579814,126.7430381845,,인천광역시 부평구 부평북로 445,(삼산동),,
12990,1617861,인하대학교 정석학술정보관,14,2,3.0,http://tong.visitkorea.or.kr/cms/resource/25/1577425_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/1577425_image3_1.jpg,6,37.4513923645,126.6514818413,,인천광역시 미추홀구 인하로 100,(용현동),,
12916,129810,강화역사박물관,14,2,1.0,,,6,37.7737399035,126.4352815292,,인천광역시 강화군 하점면 강화대로 994-19,,,
12973,129773,인천광역시립박물관,14,2,8.0,,,6,37.4207237343,126.6531380962,,인천광역시 연수구 청량로160번길 26,(옥련동),,
