attraction_id,mission,level,근력,근지구력,유연성,심폐지구력,민첩성,순발력,평형성
143152,"이츠호텔 전망대에서 뛰거나 발차기하며 재미있는 포즈로 사진 찍기",3,0,0,0,0,1,0,1
2706769,"대명헌의 정원을 천천히 걸으며 자연의 아름다움을 관찰하고 사진 찍기",3,0,1,0,1,0,0,0
2706769,"한옥의 다양한 포즈를 따라 하며 사진 촬영하기",4,0,0,1,0,1,0,0
2706769,"대명헌 주변의 역사적 장소를 찾아 점프하며 인증 사진 찍기",5,1,0,0,0,0,1,0
2706769,"대명헌의 마당에서 한국 전통 놀이인 건드리기를 체험하고 사진 찍기",4,0,1,0,0,1,0,0
2706769,"대명헌에서 한옥 구조를 따라 걸으며 그리기 미션 수행하기",3,0,0,1,0,0,0,1
2950191,"시우재 정상까지 트레킹하며 도착 후 아름다운 경치와 함께 포즈 취하기",3,1,0,0,1,0,0,0
2950191,"시우재 전경을 배경으로 10초간 스쿼트 스탠스를 유지하기",4,1,0,0,0,0,0,1
2950191,"시우재에서 지정된 지점을 찾아 다양한 요가 포즈로 사진 촬영하기",2,0,0,1,0,0,0,1
2950191,"시우재 산책로를 따라 15분간 빠르게 걷기",3,0,1,0,1,0,0,0
2950191,"시우재의 전망대를 방문하고 여러 동작으로 사진 촬영하기",4,0,0,1,0,1,0,0
2019324,"이코노미호텔 주변 공원에서 트레킹하며 다양한 포즈로 사진 찍기",3,1,0,0,1,0,0,0
2019324,"주변 카페를 돌아다니며 특정 음료를 찾고 인증 사진 찍기",4,0,0,0,0,1,1,0
2019324,"이코노미호텔 로비에서 간단한 스트레칭 후 균형 잡기 미션 수행하기",2,0,0,1,0,0,0,1
2019324,"주변 상점 탐방하며 다양한 제품을 이용해 몸으로 표현하기",5,0,0,1,0,0,1,0
2019324,"호텔 주위에서 제한 시간 내 풍경 사진 찍기 대회 진행하기",3,0,0,0,1,1,0,0
143114,"위너스관광호텔 주변을 산책하며 아름다운 풍경 사진 찍기",3,0,0,0,1,0,0,0
143114,"호텔 로비에서 다양한 포즈로 친구와 함께 사진 찍기",2,0,0,1,0,0,0,1
143114,"호텔 주변 공원까지 조깅하고 돌아오기",4,0,1,0,1,0,0,0
143114,"호텔 내부에서 스탬프 투어를 하며 각 층에서 사진 찍기",3,0,0,1,0,1,0,0
143114,"호텔 로비에서 몸으로 호텔 이름 표현하기",2,0,0,1,0,0,0,1
987145,"씨월드관광호텔 주변 해변까지 트레킹하며 다양한 포즈로 사진 촬영하기",4,1,0,0,1,0,0,0
987145,"호텔 로비에서 제공된 기대감 해양 생물 마스크를 착용하고 인증샷 찍기",3,0,0,1,0,1,0,0
987145,"해변에서 모래성을 쌓으며 벽돌 쌓기 도전하기",3,1,0,0,0,0,0,1
987145,"호텔 뒤 해변에서 특정한 패턴을 그리며 줄넘기하기",5,0,1,0,0,1,0,0
987145,"씨월드관광호텔 주변의 수경원에서 동물 모형을 만들어 인증샷 찍기",4,0,0,1,0,0,1,0
2622374,"네이쳐펜션 주변 산책로를 따라 트레킹하며 다양한 자연 풍경을 배경으로 사진 촬영하기",3,1,0,0,1,0,0,0
2622374,"펜션의 정원에서 숨은 보물 찾기 게임을 하며 제한 시간 내에 모든 보물을 찾기",4,0,0,0,0,1,1,0
2622374,"자연 속에서 스트레칭과 간단한 요가 동작을 하며 사진 찍기",2,0,0,1,0,0,0,1
2622374,"자연의집 주변에서 팀을 나눠 릴레이 형태로 숲속 탐험하기",4,0,1,0,1,0,0,0
2622374,"펜션 주변에서 주어진 템플릿에 맞춰 원하는 자연 소품을 활용해 창의적인 포즈로 사진 찍기",3,0,0,1,0,1,0,0
143151,"호텔 카리스 주변 공원에서 조깅하며 자연을 감상하기",3,0,1,0,1,0,0,0
143151,"호텔 로비에서 다양한 포즈로 셀카 촬영하기",2,0,0,1,0,0,0,1
143151,"호텔의 야외 수영장에서 수영하면서 특정 거리 반복하기",4,0,1,0,1,0,0,0
143151,"호텔 주변 산책로를 따라 뛰면서 운율에 맞춰 노래 부르기",3,0,0,0,1,0,1,0
143151,"호텔에서 제공하는 체육 시설에서 간단한 스트레칭 프로그램 따라하기",2,1,0,1,0,0,0,0
3049358,"검단사거리 주변 공원에서 스트레칭 후 다양한 포즈로 사진 찍기",2,0,1,1,0,0,0,0
3049358,"검단사거리에서 정해진 시간 내에 주변 카페를 찾아 직접 인증 사진 찍기",3,0,0,0,0,1,1,0
3049358,"검단사거리 인근을 걷거나 뛰며 주변 풍경 촬영하기",4,0,1,0,1,0,0,0
3049358,"브라운도트 호텔 주변에서 벤치에 앉아 균형 잡기 도전하기",3,1,0,0,0,0,0,1
3049358,"검단사거리에서 친구와 함께 빠른 릴레이로 특정 지점까지 달리기",5,0,0,0,1,0,1,0
2575850,"퀸스비치 해변을 따라 조깅하면서 다양한 포즈로 사진 찍기",3,1,0,0,1,0,0,0
2575850,"해변 모래사장에서 다양한 모래성을 쌓고 가장 높은 모래성 만들기",4,1,0,1,0,0,0,0
2575850,"퀸스비치에서 해변으로 가는 길에 조용히 풍경을 감상하며 스트레칭하기",2,0,0,1,0,0,0,1
2575850,"해변에서 파도에 맞서 뛰어들어가 사진 찍기",3,0,0,0,0,1,1,0
2575850,"퀸스비치에서 제공되는 자전거를 이용해 해변 남쪽 끝까지 달리기",4,0,1,0,1,0,0,0
660078,"W모텔 주변 산책로를 따라 정해진 코스를 달리고 다양한 포즈로 사진찍기",3,1,0,0,1,0,0,0
660078,"W모텔 입구에서 친구와 함께 나란히 서서 다양한 표정으로 사진 촬영하기",2,0,0,1,0,1,0,0
660078,"주변 골목을 탐험하며 숨겨진 랜드마크를 찾아 사진 찍기",4,0,1,0,0,1,0,0
660078,"W모텔 앞에서 트램폴린을 이용해 제한 시간 내 최대한 많은 점프하기",5,1,0,0,0,0,1,0
660078,"주변 카페에 가서 제한 시간 내 특별한 음료를 찾고 인증 사진 찍기",3,0,0,1,0,1,0,0
2593672,"웨이브하우스에서 서핑 스탠스를 취하며 친구들과 함께 다양한 자세로 사진 촬영하기",4,1,0,0,0,1,0,0
2593672,"웨이브하우스에서 서핑 수업 후 가장 높은 파도를 타보는 도전하기",5,1,0,0,1,0,0,0
2593672,"웨이브하우스 주변을 달리며 바다를 배경으로 중간중간 운동 포즈 취하기",3,0,1,0,0,1,0,0
2593672,"웨이브하우스에서 다양한 물놀이기구를 이용해 친구와 함께 레이스하기",4,0,0,0,1,0,1,0
2593672,"웨이브하우스 주위에서 물속으로 점프하고 다양한 물속 포즈 취하기",2,0,0,1,0,1,0,0
136605,"강화유스호스텔 주변을 돌며 자연을 감상하며 15분간 걷고 다양한 포즈로 사진 찍기",3,1,0,0,1,0,0,0
136605,"유스호스텔 앞 잔디밭에서 친구와 함께 유연성 체조를 하며 사진 찍기",4,0,0,1,0,0,0,1
136605,"호스텔 주변에서 자연 탐험하며 숨겨진 풍경을 찾아 사진 찍기",3,0,0,0,1,1,0,0
136605,"주변 구조물(예: 벤치)에서 다양한 운동 동작(스쿼트, 푸시업 등)을 해보기",5,1,1,0,0,0,0,0
136605,"유스호스텔 주변에서 릴레이 형태로 5분 동안 달리기 대회를 열어보기",4,0,0,0,1,0,1,0
143105,"인천공항비치호텔 주변 산책로를 따라 걷고 뛰며 다양한 포즈로 사진 찍기",3,0,1,0,1,0,0,0
143105,"호텔 앞의 해변에서 모래성 쌓기 대회하면 여러 포즈 취하기",4,1,0,1,0,0,0,0
143105,"비치호텔 근처의 해안가까지 트레킹 후 해안가에서 소중한 풍경 사진 찍기",3,1,0,0,1,0,0,0
143105,"인천공항비치호텔에서 옆에 있는 해변까지 릴레이로 이동하며 재미있는 포즈로 사진 찍기",4,0,0,0,0,1,1,0
143105,"호텔 근처의 자전거 도로를 따라 자전거를 타며 경치를 즐기기",3,0,1,0,1,0,0,0
138909,"명성리조텔 주변을 트레킹하며 다양한 자연 풍경을 카메라에 담기",3,0,1,0,1,0,0,0
138909,"명성리조텔의 수영장에서 수영을 하며 다양한 스타일의 수영 자세로 사진 찍기",4,1,0,0,1,0,0,0
138909,"명성리조텔 내의 푸른 잔디에서 요가 자세를 취하며 사진 찍기",2,0,0,1,0,0,0,1
138909,"명성리조텔 근처에서 자전거를 타고 일정 거리 이상 이동하기",4,0,1,0,1,0,0,0
138909,"명성리조텔의 정원을 탐방하며 숨겨진 꽃이나 나무를 찾아 사진 찍기",3,0,0,1,0,1,0,0
2602516,"지구하우징 주변을 산책하며 다양한 포즈로 사진 촬영하기",3,0,0,1,1,0,0,0
2602516,"주변 식물의 이름을 찾아서 메모한 후 설명하기",4,0,0,1,0,1,0,0
2602516,"지구하우징의 특정 지점까지 빠르게 걷고 돌아오는 미션 수행하기",3,0,0,0,1,0,1,0
2602516,"주변의 벤치에서 다양한 스트레칭 동작을 시도해 보기",2,1,0,1,0,0,0,0
2602516,"주변의 조각상과 같은 포즈로 사진 찍기",3,0,0,1,0,0,0,1
2575774,"영흥도 해변을 따라 달리며 해변의 여러 명소에서 포즈 잡고 사진 찍기",4,0,1,0,1,0,0,0
2575774,"영흥도에서 자전거를 타고 특정 지점까지 가기",3,0,1,0,1,0,0,0
2575774,"해양 체험 프로그램에 참가하여 다양한 수상 스포츠 체험하기",5,1,0,0,1,0,0,0
2575774,"영흥도의 바다를 배경으로 다양한 수중 포즈로 사진 촬영하기",3,0,0,1,0,0,0,1
2575774,"영흥도 산책로를 따라 걸으며 자연을 관찰하며 다양한 포즈로 사진찍기",2,0,0,1,1,0,0,0
2918644,"호텔 스카이파크 인천 송도 주변 공원에서 조깅하며 다양한 포즈로 사진 찍기",4,1,0,0,1,0,0,0
2918644,"송도 센트럴파크의 자전거 도로를 따라 자전거 타고 가며 자연경관 사진 촬영하기",3,1,0,0,1,0,0,0
2918644,"송도 인천해양경관을 배경으로 다양한 운동 동작을 표현하며 사진 찍기",3,0,0,1,0,0,1,0
2918644,"송도 국제업무지구를 탐방하며 정해진 체크포인트에 도착해 인증 사진 찍기",5,0,1,0,1,0,0,0
2918644,"인천 송도의 다양한 랜드마크를 찾으며 빠르게 이동하고 사진 찍기",4,0,0,0,0,1,1,0
2594951,"호텔 주변 공원까지 빠르게 걸어간 후 다양한 포즈로 사진 찍기",3,1,0,0,1,0,0,0
2594951,"호텔 로비에서 제공되는 시설을 활용해 10분 동안 스트레칭 후 인증샷 찍기",2,0,0,1,0,0,0,1
2594951,"호텔 주변의 상점들을 탐험하며 흥미로운 상품을 찾아 사진 찍기",4,0,0,1,0,1,0,0
2594951,"특정 층에서 계단 오르내리기를 10분 동안 하며 칠판에 쓴 기록으로 인증하기",5,0,1,0,1,0,0,0
2594951,"호텔 내에서 각 층 별로 운동 기구를 이용해 다양한 운동을 수행하고 인증샷 찍기",4,1,0,0,1,0,0,0
554419,"펜션 인근 해변을 따라 조깅하며 바다 경치를 감상하기.",3,0,1,0,1,0,0,0
554419,"해변에서 다양한 스트레칭 동작으로 유연성 키우기.",2,0,0,1,0,0,0,1
554419,"펜션 주변의 등산로를 트레킹 후 멋진 풍경과 함께 사진 찍기.",4,1,0,0,1,0,0,0
554419,"펜션에서 주변 바다를 바라보며 저녁 노을에 맞춰 명상하기.",2,0,0,1,1,0,0,0
554419,"펜션 전용 해변에서 연날리기 대회 열기.",3,0,0,0,0,1,1,0
143106,"베스트웨스턴 프리미어 인천 에어포트 호텔 주변을 조깅하며 다양한 포즈로 셀카 찍기",3,1,0,0,1,0,0,0
143106,"호텔 로비에서 다양한 동작으로 친구와 사진 찍기",2,0,0,1,0,0,0,1
143106,"호텔 주변 산책로를 따라 빠르게 걷거나 뛰며 체크리스트에 있는 랜드마크 찾기",4,0,0,0,1,1,0,0
143106,"호텔 엘리베이터에서 층마다 잠깐씩 스쿼트 하기",2,1,1,0,0,0,0,0
143106,"호텔 로비에서 제공된 물건으로 개인적인 퍼포먼스 연출하여 영상 촬영하기",3,0,0,1,0,0,1,0
741093,"위딜펜션 주변을 따라 조깅하며 다양한 샷으로 사진 촬영하기",3,0,1,0,1,0,0,0
741093,"펜션 근처의 산으로 트레킹하며 경치 좋은 장소에서 포즈 취하기",4,1,0,0,1,0,0,0
741093,"펜션의 정원에서 플랭크 자세로 1분간 버티기",2,1,0,0,0,0,0,1
741093,"펜션에서 바비큐 재료를 찾아 제한 시간 안에 준비하기",3,0,0,0,0,1,1,0
741093,"주변 자연에서 다양한 나무를 찾아 수집하며 사진 찍기",2,0,0,1,1,0,0,0
1882463,"K-모텔 주변을 트레킹하며 각 코너에서 다양한 포즈로 사진찍기.",3,1,0,0,1,0,0,0
1882463,"K-모텔 로비에서 특정 테마(예: 영화 캐릭터)로 포즈를 취한 후 사진 찍기.",4,0,0,1,0,1,0,0
1882463,"K-모텔 자전거 대여 후 30분 동안 주변 경치를 즐기며 자전거 타기.",3,0,1,0,1,0,0,0
1882463,"K-모텔 내 간단한 실내 장애물 코스를 완료하고 시간 기록하기.",5,0,0,0,0,1,1,0
1882463,"K-모텔의 수영장에서 수영을 하며 다양한 스타일로 사진 찍기.",4,0,1,1,0,0,0,0
2373814,"홀리데이인 인천 송도 주변 공원까지 걸어간 후 공원에서 다양한 포즈로 사진 찍기",3,1,0,0,1,0,0,0
2373814,"인천 송도의 스카이워크에서 창밖을 보며 스트레칭 자세 취하기",2,0,0,1,0,0,0,1
2373814,"호텔 주변에 있는 자전거 대여소 찾아 자전거 타기",4,0,1,0,1,0,0,0
2373814,"송도 국제도시의 랜드마크 찾기 미션을 수행하며 사진 찍기",3,0,0,1,0,1,0,0
2373814,"인천 송도 해변 따라 조깅하며 바다의 경치를 감상하기",4,0,1,0,1,0,0,0
1747890,"로지호텔 근처의 공원까지 걸어가 다양한 명소에서 사진 찍기",3,0,0,1,1,0,0,0
1747890,"로지호텔 내부에서 각 층을 오르내리며 줄넘기 오프닝 사진 남기기",4,1,0,1,0,0,0,0
1747890,"로지호텔 주변에서 친구들과 함께 피크닉 게임(이지 트레킹) 진행하기",3,0,1,0,1,0,0,0
1747890,"로지호텔 로비에서 다양하 포즈로 친구와 촬영 후 가장 재미있는 사진을 선정하기",2,0,0,1,0,1,0,0
1747890,"로지호텔 풀장에서 수영 후 다양한 수영 포즈로 사진 찍기",4,1,0,0,1,0,0,0
2783477,"스카이탑호텔 주변을 산책하며 다양한 포즈로 사진 찍기",3,0,0,1,1,0,0,0
2783477,"호텔 엘리베이터를 이용해 모든 층을 돌아다니며 각 층에서 사진 찍기",4,0,1,0,0,1,0,0
2783477,"호텔 로비에서 특정 동작으로 스쿼트하기로 미션 수행하기",2,1,0,0,1,0,0,0
2783477,"호텔 주변의 작은 공원을 탐험하며 숨은 포인트(조각상 등)을 찾아 사진 찍기",3,0,0,1,0,1,0,0
2783477,"호텔 수영장에서 수영을 한 후 물속에서 다양한 포즈로 사진 찍기",5,1,0,0,1,0,0,0
1963542,"호텔큐브 주변을 탐험하며 특정 장소에서 친구와 함께 다양한 포즈로 사진 찍기",4,0,0,1,0,1,0,0
1963542,"호텔큐브의 각 층을 다니며 숨겨진 포인트를 찾아 사진 촬영하기",3,0,0,0,1,1,0,0
1963542,"호텔큐브 로비에서 제공된 활동을 통해 팀을 나눠 릴레이 탐험 진행하기",5,0,1,0,1,0,0,0
1963542,"호텔큐브 내 카페에서 특정 음료의 재료를 기억해 맞추기",2,0,0,1,0,0,1,0
1963542,"호텔큐브 주변 공원에서 15분 동안 빠르게 걷기",3,1,0,0,1,0,0,0
3306960,"하늘과바다호텔 주변 산책로를 따라 걷고 중간에 다양한 사진 포즈를 취하기",3,0,0,1,1,0,0,0
3306960,"호텔 앞 바닷가에서 조깅하며 바다를 배경으로 사진 찍기",4,1,0,0,1,0,0,0
3306960,"하늘과바다호텔 내부 엘리베이터에서 각 층마다 일상 포즈로 사진 촬영하기",3,0,0,1,0,0,0,1
3306960,"호텔 주변에서 근처 랜드마크를 찾아 조를 나눠서 탐험하기",4,0,1,0,0,1,0,0
3306960,"가벼운 스트레칭을 하며 호텔 앞의 경치를 감상하기",2,0,0,1,0,0,0,1
2594928,"호텔 주변 산책하며 다양한 운동 포즈로 사진 찍기",3,0,0,1,1,0,0,0
2594928,"호텔 로비에서 다양한 스트레칭 동작 연습하기",2,1,0,1,0,0,0,0
2594928,"호텔 근처 공원에서 짧은 조깅을 하며 인증샷 찍기",4,0,1,0,1,0,0,0
2594928,"호텔 피트니스 센터에서 10분간 다양한 기구 사용해보기",3,1,0,0,1,0,0,0
2594928,"호텔 내에서 친구와 간단한 배드민턴 게임 즐기기",4,0,0,0,0,1,1,0
1937524,"호텔 주변의 월미도 해변을 따라 빠르게 걷거나 달리기.",3,0,1,0,1,0,0,0
1937524,"호텔 내 다양한 시설을 찾아 다니며 각 시설에서 재미있는 포즈로 사진찍기.",4,0,0,1,0,1,0,0
1937524,"호텔 정원에서 간단한 스트레칭과 요가 동작을 시도하며 몸 풀기.",2,0,0,1,0,0,0,1
1937524,"호텔 주변에서 숨은 랜드마크를 찾아 사진 찍기.",3,0,0,0,1,1,0,0
1937524,"호텔 엘리베이터를 이용해 층별 탐방하며 각 층에서 사진 촬영하기.",2,0,0,1,0,0,1,0
1832440,"호텔 주변 공원으로 가서 조깅하며 중간에 스트레칭 포즈로 사진 찍기",3,0,0,1,1,0,0,0
1832440,"호텔 로비에서 다양한 사람들과 함께 움짤 만들기",4,0,0,0,0,1,1,0
1832440,"호텔 엘리베이터를 이용해 여러 층을 오르내리며 여러 포즈로 사진 찍기",2,1,0,1,0,0,0,0
1832440,"호텔 내 수영장에서 수영하며 수중에서 다양한 포즈로 사진 찍기",5,1,0,0,1,0,0,0
1832440,"호텔의 피트니스 센터에서 10분간 러닝머신을 뛰며 기록 갱신하기",3,0,1,0,1,0,0,0
2708337,"글로스터호텔 주변 산책로를 따라 걷고 각기 다른 포즈로 사진 찍기",3,0,0,1,1,0,0,0
2708337,"호텔 로비에서 다양한 자세로 피트니스 조명 아래 사진 촬영하기",4,1,0,1,0,0,0,0
2708337,"글로스터호텔 내에서 10분간 요가 동작을 연습하며 사진 남기기",3,0,0,1,0,0,0,1
2708337,"호텔 주변의 작은 공원을 탐험하며 체크포인트 위치에 도착해 인증 사진 찍기",4,0,0,0,1,1,0,0
2708337,"호텔 라운지에서 친구와 함께 스쿼트 하며 포즈 취하기",2,1,1,0,0,0,0,0
1882357,"별자리 호스텔 주변의 산책로를 따라 다양한 자연 포즈로 사진 찍기",3,0,0,1,1,0,0,0
1882357,"별자리 호스텔의 숨겨진 장소를 찾아 체크포인트 통과하기",4,0,1,0,0,1,0,0
1882357,"호스텔 내에서 친구와 함께 미니 릴레이 경기하기",3,0,0,0,1,0,1,0
1882357,"총 10개의 별자리 정보를 찾아 기록하는 미션 수행하기",2,0,0,1,0,0,0,1
1882357,"호스텔 내에서 스탬프를 모으며 다양한 활동 시도하기",5,1,0,0,1,0,0,0
2570709,"Korea Quality 주변의 다양한 한국 전통 문화를 체험하며 각 체험 후 사진 찍기",3,1,0,0,0,1,0,0
2570709,"Korea Quality에서 전통 놀이를 배우고 사진으로 기록하기",4,0,0,0,1,0,1,0
2570709,"Korea Quality와 주변의 유적지를 둘러보며 사진을 찍고 스토리를 만들어보는 미션",2,0,0,1,1,0,0,0
2570709,"Korea Quality의 특정 랜드마크를 찾아 다양한 포즈로 사진 찍기",3,0,0,1,0,1,0,0
2570709,"Korea Quality 주변의 한정된 시간 안에 다양한 전통 음식 시식 후 소감 말하기",5,1,0,0,0,0,1,0
2655586,"호텔 근처의 산책로를 따라 걷고 다양한 자연 풍경과 함께 사진 촬영하기",3,0,0,1,1,0,0,0
2655586,"호텔 로비에서 춤을 추며 친구와 동시에 다양한 포즈로 사진 찍기",4,1,0,0,0,1,0,0
2655586,"호텔 정원에서 조깅을 하며 정해진 거리만큼 이동하기",3,0,1,0,1,0,0,0
2655586,"호텔 주변 명소를 지도에 따라 탐험하며 체크포인트를 모두 통과하기",4,0,1,0,1,0,0,0
2655586,"호텔 앞에서 스쿼트를 하며 한 번에 다섯 회씩 반복하기",2,1,0,0,0,0,0,1
397933,"바다정원펜션 주변 해안선을 따라 조깅하며 다양한 자연 풍경 사진 찍기",3,0,1,0,1,0,0,0
397933,"펜션 근처에서 간단한 요가 동작을 하며 편안한 사진 찍기",2,0,0,1,0,0,0,1
397933,"펜션과 해변 사이의 구간을 아슬아슬하게 걷고 벽에 기대어 균형 잡기",4,0,1,0,0,0,0,1
397933,"펜션 주변에서 체크리스트를 기반으로 다양한 해양 생물 찾아보기",3,0,0,1,0,1,0,0
397933,"바다정원펜션 곳곳을 탐험하며 특별한 포즈로 사진 촬영하기",2,1,0,0,0,0,1,0
2702315,"스위스파크 호스텔 주변 산책로를 따라 빠르게 걷기",3,0,1,0,1,0,0,0
2702315,"호스텔 정원에서 다양한 스트레칭 동작을 통해 유연성 높이기",2,0,0,1,0,0,0,1
2702315,"스위스파크 호스텔 앞에서 친구와 함께 상반신 플랭크 대결하기",4,1,1,0,0,0,0,0
2702315,"호스텔 인근의 벤치에서 벤치 딥스 수행하기",5,1,0,0,1,0,0,0
2702315,"호스텔 주위에서 특정 거리까지 점프하며 이동하기",3,0,0,0,0,1,1,0
2782945,"골든튤립 인천 에어포트 호텔 주변을 탐험하며 다양한 포즈로 사진 찍기",3,0,0,1,1,0,0,0
2782945,"호텔 로비에서 친구와 함께 릴레이 형태로 주변 명소 탐방하기",4,0,1,0,1,0,0,0
2782945,"호텔 엘리베이터를 이용하지 않고 계단으로 올라가서 전망대에서 사진 찍기",2,1,0,0,1,0,0,0
2782945,"호텔 내 카페에서 제공하는 음료를 찾으며 빠른 시간 안에 모든 메뉴를 주문하기",3,0,0,0,0,1,1,0
2782945,"호텔 내 수영장 주변에서 다양한 스트레칭 동작을 시도해 보기",2,0,0,1,0,0,0,1
2468936,"금잔디를 따라 지정된 코스를 걷고 다양한 자연 포즈로 사진 찍기",3,1,0,0,1,0,0,0
2468936,"금잔디에서 나무 사이를 뛰어다니며 다양한 스탬프 찾기",4,0,0,0,0,1,1,0
2468936,"금잔디에서 관광 안내판에 있는 정보를 찾아 스크랩하기",3,0,0,1,0,0,0,1
2468936,"금잔디의 특정 포인트에서 뛰어오르며 사진 찍기",4,1,0,0,0,0,1,0
2468936,"금잔디의 아름다운 풍경을 배경으로 친구와의 단체 사진 촬영하기",2,0,0,1,1,0,0,0
2534394,"월미도 다이아몬드호텔 입구에서 친구와 함께 다양한 포즈로 사진 찍기",3,0,0,1,1,0,0,0
2534394,"호텔 주변 산책하며 다양한 자연 관찰하고 기록하기",2,0,0,0,1,0,0,0
2534394,"호텔 앞에서 뛰어 다니며 사진 찍기 미션 수행하기",4,0,0,0,0,1,1,0
2534394,"호텔 근처에서 간단한 스트레칭 연습하고 영상으로 촬영하기",2,1,0,1,0,0,0,0
2534394,"호텔 주위에서 아침 조깅 후 기념사진 찍기",3,1,0,0,1,0,0,0
2622776,"센트레빌 게스트하우스 주변 공원에서 조깅 후 다양한 스트레칭 포즈로 사진 찍기",4,0,0,1,1,0,0,0
2622776,"주변 카페를 찾아다니며 가장 가까운 카페 3곳을 방문하고 인증하기",3,0,0,0,0,1,1,0
2622776,"게스트하우스 내부에서 매트 사용하여 10분간 요가 및 명상하기",2,0,0,1,0,0,0,1
2622776,"주변 도로를 이용해 자전거를 타고 다른 명소로 이동 후 사진 찍기",4,0,1,0,1,0,0,0
2622776,"특정 카페에서 음료를 시켜놓고 그 주변에서 다양한 포즈로 사진 찍기",3,0,0,1,0,1,0,0
1748010,"보보스모텔 주변에서 조깅하며 다양한 동작의 스트레칭 모습 촬영하기.",3,0,0,1,1,0,0,0
1748010,"보보스모텔의 정원이나 수영장 근처에서 릴레이 형태로 미니 터널 통과 게임하기.",4,0,1,0,0,1,0,0
1748010,"보보스모텔 주위의 지역을 탐험하며 제한 시간 내에 5개의 포즈 사진 찍기.",4,0,0,0,0,1,0,1
1748010,"보보스모텔 앞에서 스킵과 점프를 조합한 체력 훈련 영상 촬영하기.",3,1,0,0,0,0,1,0
1748010,"보보스모텔 주변의 베란다에서 다양한 요가 자세로 사진 촬영하기.",2,0,0,1,0,0,0,1
2622996,"델로스호스텔 주변을 산책하며 10개의 다양한 포즈로 사진 찍기",3,0,0,1,1,0,0,0
2622996,"호스텔 주위의 공원에서 간단한 스트레칭 동작 5개 시도하기",2,1,0,1,0,0,0,0
2622996,"델로스호스텔 내부에서 친구와의 릴레이 달리기 챌린지 개최하기",4,0,0,0,1,0,1,0
2622996,"델로스호스텔에서 정해진 물건(예: 책, 컵 등)을 가장 빨리 찾아 인증하기",3,0,0,0,0,1,1,0
2622996,"호스텔 근처의 자전거 대여소에서 자전거 타기",4,0,1,0,1,0,0,0
1965379,"호텔 내 수영장에서 자유형으로 5바퀴 돌아 스트레칭 자세로 마무리하기",3,0,0,1,1,0,0,0
1965379,"호텔 주변을 트레킹하며 3개의 랜드마크를 사진 찍기",4,1,0,0,1,0,0,0
1965379,"엘리베이터를 이용하지 않고 10층까지 계단 오르내리기",5,1,0,0,1,0,0,0
1965379,"로비에서 제공된 의상을 입고 다양한 포즈로 5장의 사진 촬영하기",2,0,0,1,0,1,0,0
1965379,"호텔 내에서 제공하는 보물찾기 이벤트에 참여하여 미션 수행하기",4,0,0,0,0,1,1,0
1893109,"별장아원 정원에서 다양한 포즈로 사진 찍기",2,0,0,1,0,0,0,1
1893109,"별장아원 주변 산책로를 따라 걷고 자연을 관찰하기",3,0,0,0,1,0,0,0
1893109,"별장아원 앞에서 잔디에 누워 구름 모양 맞추기",2,0,0,1,0,0,0,1
1893109,"별장아원에서 제공하는 전통 놀이를 시도해보기",4,0,0,0,0,1,1,0
1893109,"별장아원 주변 작은 연못에서 물고기 관찰 후 사진 찍기",3,0,1,0,1,0,0,0
788974,"호텔 주변 산책로를 따라 30분 동안 걷고 다양한 스트레칭 동작으로 사진찍기",3,0,0,1,1,0,0,0
788974,"호텔 로비에서 친구와 함께 화려한 포즈로 사진 찍고 액션을 더하기",4,0,0,0,0,1,1,0
788974,"호텔 옥상 정원까지 올라가 다양한 포즈로 풍경 사진 촬영하기",3,1,0,0,1,0,0,0
788974,"주변 벤치에서 스쿼트와 기본 스트레칭 동작 10회씩 반복하기",4,1,1,0,0,0,0,0
788974,"호텔 입구에서 친구와 5분간 줄넘기 도전하기",5,0,0,0,1,1,0,0
143090,"그랜드 하얏트 인천 주변 공원을 탐방하며 다양한 포즈로 사진 촬영하기",3,1,0,0,1,0,0,0
143090,"호텔의 수영장 주변에서 물속에서 다양한 스트레칭 동작 시도하기",2,0,0,1,0,0,1,0
143090,"호텔 내 헬스장에서 10분간 유산소 운동 후 인증 사진 찍기",4,0,1,0,1,0,0,0
143090,"그랜드 하얏트 인천의 미술 작품을 찾아서 각 작품 앞에서 사진 찍기",3,0,0,1,0,1,0,0
143090,"호텔 주변 산책로를 따라 30분간 걷기",2,0,0,0,1,0,0,0
2925625,"SI 보브 현대송도 주변 공원에서 조깅 후 다양한 스트레칭 포즈로 사진 촬영하기",3,0,0,1,1,0,0,0
2925625,"현대송도 국제도시의 랜드마크를 찾아서 그 앞에서 다양한 포즈로 사진 찍기",4,0,0,1,0,1,0,0
2925625,"송도 해변을 따라 트레킹하며 체크포인트에서 인증샷 찍기",3,1,0,0,1,0,0,0
2925625,"송도 센트럴파크에서 하늘을 바라보며 요가 자세로 균형 잡기",2,0,0,1,0,0,0,1
2925625,"송도에서 자전거를 타고 일정 거리 이동 후 사진 찍기",4,0,1,0,1,0,0,0
2915229,"스퀘어원 층간을 오르내리며 다양한 포즈로 사진 찍기.",3,1,0,0,0,0,1,0
2915229,"주변 상점 탐험하며 5개의 특정 상품 찾기 미션 수행하기.",4,0,0,0,1,1,0,0
2915229,"쇼핑몰 내에서 다른 사람과 패션 비교 후 투표하기.",2,0,0,1,0,0,0,1
